session_id,user_id
909,846
910,831
911,846
912,213
913,575
914,251
915,905
916,762
917,41
918,49
919,190
920,328
921,306
922,575
923,48
924,328
925,971
926,512
927,991
928,213
929,655
930,632
931,368
932,905
933,308
934,707
935,213
936,717
937,224
938,623
939,928
940,585
941,569
942,706
943,628
944,49
945,762
946,960
947,989
948,677
949,626
950,661
951,707
952,839
953,200
954,991
955,68
956,326
957,517
958,737
959,924
960,328
961,213
962,924
963,405
964,143
965,454
966,905
967,444
968,995
969,777
970,127
971,94
972,306
973,149
974,127
975,10
976,49
977,905
978,67
979,68
980,912
981,68
982,737
983,737
984,570
985,831
986,445
987,328
988,49
989,190
990,94
991,915
992,298
993,328
994,254
995,489
996,651
997,305
998,884
999,740
1000,733
1001,905
1002,512
1003,205
1004,775
1005,216
1006,1
1007,328
1008,75
1009,94
1010,721
1011,846
1012,328
1013,454
1014,905
1015,328
1016,328
1017,846
1018,655
1019,905
1020,239
1021,656
1022,308
1023,432
1024,512
1025,213
1026,363
1027,585
1028,997
1029,905
1030,368
1031,905
1032,924
1033,216
1034,130
1035,905
1036,913
1037,543
1038,905
1039,890
1040,871
1041,912
1042,905
1043,308
1044,976
1045,905
1046,402
1047,455
1048,198
1049,737
1050,306
1051,905
1052,905
1053,601
1054,306
1055,915
1056,139
1057,946
1058,402
1059,905
1060,255
1061,884
1062,48
1063,912
1064,905
1065,405
1066,190
1067,803
1068,50
1069,812
1070,580
1071,50
1072,455
1073,839
1074,127
1075,213
1076,54
1077,905
1078,441
1079,905
1080,499
1081,839
1082,566
1083,905
1084,328
1085,94
1086,912
1087,445
1088,917
1089,905
1090,61
1091,49
1092,205
1093,317
1094,846
1095,306
1096,328
1097,179
1098,517
1099,454
1100,594
1101,7
1102,884
1103,402
1104,575
1105,191
1106,387
1107,756
1108,328
1109,986
1110,915
1111,468
1112,989
1113,326
1114,839
1115,912
1116,831
1117,655
1118,10
1119,905
1120,737
1121,831
1122,455
1123,546
1124,455
1125,68
1126,737
1127,49
1128,49
1129,737
1130,655
1131,10
1132,575
1133,569
1134,575
1135,905
1136,656
1137,575
1138,343
1139,352
1140,655
1141,49
1142,134
1143,954
1144,94
1145,446
1146,886
1147,661
1148,501
1149,815
1150,328
1151,905
1152,326
1153,325
1154,405
1155,255
1156,846
1157,405
1158,107
1159,49
1160,737
1161,29
1162,454
1163,107
1164,94
1165,767
1166,328
1167,343
1168,884
1169,575
1170,979
1171,535
1172,737
1173,405
1174,474
1175,712
1176,915
1177,905
1178,68
1179,737
1180,633
1181,328
1182,499
1183,387
1184,585
1185,905
1186,455
1187,352
1188,738
1189,713
1190,465
1191,543
1192,49
1193,884
1194,68
1195,737
1196,308
1197,639
1198,216
1199,68
1200,306
1201,575
1202,298
1203,782
1204,623
1205,824
1206,661
1207,517
1208,107
1209,67
1210,661
1211,78
1212,156
1213,983
1214,251
1215,812
1216,782
1217,765
1218,928
1219,846
1220,205
1221,997
1222,68
1223,737
1224,438
1225,655
1226,143
1227,856
1228,370
1229,68
1230,905
1231,566
1232,756
1233,831
1234,928
1235,517
1236,905
1237,352
1238,831
1239,328
1240,905
1241,42
1242,455
1243,48
1244,857
1245,829
1246,737
1247,251
1248,213
1249,737
1250,328
1251,251
1252,628
1253,156
1254,94
1255,912
1256,905
1257,905
1258,939
1259,290
1260,839
1261,341
1262,846
1263,213
1264,661
1265,68
1266,725
1267,149
1268,454
1269,306
1270,767
1271,831
1272,205
1273,575
1274,846
1275,307
1276,213
1277,501
1278,915
1279,448
1280,767
1281,465
1282,684
1283,626
1284,820
1285,517
1286,48
1287,939
1288,83
1289,533
1290,306
1291,454
1292,405
1293,584
1294,94
1295,324
1296,946
1297,812
1298,832
1299,107
1300,905
1301,68
1302,454
1303,213
1304,846
1305,632
1306,213
1307,446
1308,370
1309,361
1310,306
1311,50
1312,706
1313,788
1314,306
1315,438
1316,543
1317,296
1318,68
1319,1
1320,737
1321,615
1322,627
1323,247
1324,912
1325,546
1326,405
1327,905
1328,251
1329,953
1330,328
1331,465
1332,575
1333,839
1334,213
1335,68
1336,924
1337,39
1338,643
1339,213
1340,756
1341,575
1342,905
1343,905
1344,30
1345,343
1346,455
1347,915
1348,575
1349,578
1350,815
1351,737
1352,815
1353,575
1354,255
1355,832
1356,928
1357,651
1358,767
1359,905
1360,328
1361,213
1362,905
1363,976
1364,831
1365,149
1366,661
1367,905
1368,912
1369,99
1370,976
1371,232
1372,823
1373,290
1374,905
1375,306
1376,578
1377,308
1378,737
1379,176
1380,884
1381,107
1382,846
1383,432
1384,846
1385,777
1386,905
1387,905
1388,973
1389,784
1390,213
1391,273
1392,905
1393,895
1394,247
1395,104
1396,213
1397,905
1398,651
1399,984
1400,468
1401,205
1402,474
1403,839
1404,454
1405,455
1406,352
1407,785
1408,905
1409,49
1410,99
1411,905
1412,205
1413,737
1414,575
1415,661
1416,232
1417,198
1418,767
1419,205
1420,68
1421,94
1422,205
1423,905
1424,831
1425,661
1426,328
1427,49
1428,454
1429,328
1430,939
1431,737
1432,455
1433,823
1434,613
1435,737
1436,198
1437,737
1438,778
1439,370
1440,832
1441,213
1442,10
1443,737
1444,328
1445,905
1446,213
1447,895
1448,832
1449,245
1450,946
1451,823
1452,995
1453,216
1454,251
1455,205
1456,905
1457,49
1458,310
1459,924
1460,737
1461,10
1462,917
1463,352
1464,961
1465,905
1466,107
1467,733
1468,7
1469,489
1470,661
1471,255
1472,68
1473,94
1474,25
1475,328
1476,264
1477,49
1478,328
1479,10
1480,974
1481,848
1482,193
1483,905
1484,905
1485,737
1486,120
1487,890
1488,977
1489,917
1490,915
1491,94
1492,176
1493,620
1494,512
1495,370
1496,924
1497,905
1498,960
1499,213
1500,905
1501,205
1502,983
1503,268
1504,266
1505,782
1506,812
1507,308
1508,720
1509,455
1510,306
1511,438
1512,298
1513,307
1514,50
1515,292
1516,213
1517,94
1518,905
1519,655
1520,294
1521,580
1522,737
1523,974
1524,989
1525,905
1526,905
1527,977
1528,571
1529,405
1530,995
1531,455
1532,5
1533,807
1534,707
1535,107
1536,737
1537,839
1538,737
1539,832
1540,125
1541,475
1542,609
1543,318
1544,788
1545,455
1546,49
1547,721
1548,960
1549,205
1550,905
1551,465
1552,269
1553,905
1554,328
1555,455
1556,501
1557,737
1558,861
1559,10
1560,19
1561,455
1562,917
1563,905
1564,328
1565,905
1566,905
1567,905
1568,49
1569,49
1570,213
1571,890
1572,976
1573,915
1574,839
1575,107
1576,402
1577,607
1578,391
1579,995
1580,446
1581,438
1582,995
1583,48
1584,767
1585,737
1586,213
1587,49
1588,48
1589,317
1590,324
1591,777
1592,721
1593,561
1594,67
1595,475
1596,352
1597,832
1598,256
1599,381
1600,529
1601,10
1602,594
1603,737
1604,205
1605,251
1606,815
1607,575
1608,67
1609,302
1610,99
1611,247
1612,1
1613,661
1614,578
1615,812
1616,884
1617,575
1618,884
1619,198
1620,213
1621,474
1622,251
1623,255
1624,405
1625,815
1626,767
1627,217
1628,627
1629,737
1630,915
1631,543
1632,846
1633,255
1634,815
1635,224
1636,886
1637,660
1638,961
1639,598
1640,718
1641,455
1642,912
1643,104
1644,343
1645,565
1646,351
1647,425
1648,1
1649,115
1650,737
1651,308
1652,10
1653,737
1654,655
1655,205
1656,839
1657,308
1658,905
1659,562
1660,960
1661,912
1662,454
1663,737
1664,68
1665,83
1666,143
1667,352
1668,1
1669,474
1670,627
1671,448
1672,737
1673,308
1674,328
1675,846
1676,290
1677,915
1678,50
1679,821
1680,306
1681,361
1682,402
1683,527
1684,616
1685,575
1686,213
1687,976
1688,905
1689,7
1690,213
1691,48
1692,343
1693,188
1694,585
1695,905
1696,905
1697,890
1698,984
1699,798
1700,255
1701,455
1702,905
1703,565
1704,67
1705,737
1706,737
1707,475
1708,325
1709,501
1710,995
1711,788
1712,266
1713,529
1714,839
1715,946
1716,661
1717,262
1718,678
1719,224
1720,979
1721,829
1722,68
1723,213
1724,846
1725,905
1726,352
1727,846
1728,974
1729,343
1730,535
1731,955
1732,216
1733,328
1734,454
1735,99
1736,341
1737,328
1738,232
1739,177
1740,213
1741,565
1742,895
1743,517
1744,454
1745,306
1746,912
1747,655
1748,48
1749,328
1750,149
1751,49
1752,107
1753,737
1754,94
1755,831
1756,317
1757,139
1758,205
1759,298
1760,139
1761,188
1762,832
1763,205
1764,262
1765,392
1766,775
1767,535
1768,68
1769,543
1770,924
1771,831
1772,905
1773,68
1774,737
1775,489
1776,363
1777,575
1778,500
1779,405
1780,50
1781,651
1782,737
1783,455
1784,974
1785,803
1786,684
1787,68
1788,59
1789,127
1790,328
1791,94
1792,120
1793,251
1794,36
1795,358
1796,905
1797,499
1798,779
1799,584
1800,846
1801,68
1802,924
1803,268
1804,812
1805,48
1806,546
1807,997
1808,846
1809,765
1810,216
1811,455
1812,49
1813,575
1814,330
1815,134
1816,737
1817,324
1818,65
1819,782
1820,779
1821,905
1822,905
1823,912
1824,815
1825,905
1826,94
1827,7
1828,561
1829,205
1830,905
1831,846
1832,328
1833,318
1834,823
1835,387
1836,984
1837,984
1838,251
1839,205
1840,176
1841,402
1842,737
1843,197
1844,1
1845,803
1846,330
1847,306
1848,915
1849,823
1850,205
1851,405
1852,637
1853,831
1854,820
1855,626
1856,120
1857,721
1858,678
1859,677
1860,823
1861,280
1862,737
1863,245
1864,474
1865,584
1866,186
1867,255
1868,815
1869,917
1870,463
1871,363
1872,543
1873,10
1874,832
1875,983
1876,737
1877,798
1878,213
1879,462
1880,720
1881,370
1882,575
1883,767
1884,665
1885,661
1886,557
1887,661
1888,454
1889,205
1890,306
1891,330
1892,49
1893,737
1894,737
1895,29
1896,328
1897,609
1898,328
1899,795
1900,391
1901,49
1902,767
1903,737
1904,247
1905,517
1906,9
1907,737
1908,193
1909,912
1910,224
1911,330
1912,49
1913,924
1914,328
1915,984
1916,307
1917,224
1918,846
1919,328
1920,455
1921,49
1922,361
1923,815
1924,946
1925,543
1926,454
1927,989
1928,213
1929,684
1930,924
1931,529
1932,10
1933,902
1934,179
1935,139
1936,60
1937,94
1938,737
1939,462
1940,213
1941,328
1942,905
1943,543
1944,946
1945,767
1946,831
1947,255
1948,328
1949,846
1950,224
1951,49
1952,328
1953,846
1954,78
1955,795
1956,255
1957,49
1958,446
1959,432
1960,251
1961,984
1962,688
1963,905
1964,821
1965,251
1966,180
1967,107
1968,343
1969,601
1970,756
1971,737
1972,939
1973,912
1974,578
1975,205
1976,846
1977,718
1978,99
1979,915
1980,49
1981,684
1982,782
1983,905
1984,721
1985,205
1986,655
1987,905
1988,871
1989,737
1990,224
1991,803
1992,94
1993,262
1994,803
1995,812
1996,974
1997,444
1998,120
1999,402
2000,328
2001,205
2002,775
2003,661
2004,197
2005,832
2006,905
2007,262
2008,924
2009,846
2010,846
2011,905
2012,120
2013,468
2014,139
2015,846
2016,318
2017,762
2018,202
2019,213
2020,897
2021,94
2022,762
2023,688
2024,905
2025,99
2026,107
2027,795
2028,251
2029,319
2030,213
2031,251
2032,273
2033,42
2034,995
2035,820
2036,352
2037,381
2038,778
2039,50
2040,36
2041,831
2042,298
2043,578
2044,402
2045,438
2046,737
2047,474
2048,454
2049,213
2050,328
2051,905
2052,94
2053,767
2054,391
2055,49
2056,251
2057,737
2058,905
2059,102
2060,251
2061,48
2062,905
2063,915
2064,213
2065,94
2066,921
2067,41
2068,905
2069,107
2070,928
2071,143
2072,402
2073,884
2074,328
2075,25
2076,737
2077,306
2078,328
2079,49
2080,65
2081,49
2082,67
2083,197
2084,328
2085,584
2086,807
2087,626
2088,815
2089,213
2090,884
2091,905
2092,915
2093,328
2094,721
2095,737
2096,905
2097,224
2098,915
2099,102
2100,846
2101,251
2102,94
2103,368
2104,213
2105,905
2106,306
2107,330
2108,578
2109,831
2110,392
2111,407
2112,812
2113,575
2114,308
2115,660
2116,328
2117,149
2118,737
2119,247
2120,512
2121,49
2122,737
2123,561
2124,440
2125,224
2126,251
2127,308
2128,912
2129,846
2130,737
2131,268
2132,558
2133,912
2134,446
2135,798
2136,363
2137,917
2138,68
2139,905
2140,795
2141,737
2142,328
2143,905
2144,432
2145,306
2146,405
2147,905
2148,846
2149,832
2150,915
2151,149
2152,815
2153,575
2154,915
2155,455
2156,501
2157,609
2158,905
2159,737
2160,387
2161,402
2162,402
2163,213
2164,306
2165,788
2166,213
2167,839
2168,455
2169,205
2170,905
2171,811
2172,905
2173,648
2174,343
2175,138
2176,363
2177,884
2178,455
2179,441
2180,392
2181,880
2182,575
2183,432
2184,328
2185,585
2186,677
2187,905
2188,330
2189,905
2190,905
2191,266
2192,343
2193,266
2194,149
2195,247
2196,68
2197,324
2198,575
2199,848
2200,561
2201,236
2202,912
2203,915
2204,213
2205,737
2206,890
2207,324
2208,143
2209,915
2210,737
2211,115
2212,290
2213,575
2214,946
2215,831
2216,328
2217,370
2218,984
2219,50
2220,684
2221,846
2222,104
2223,737
2224,795
2225,831
2226,737
2227,933
2228,326
2229,737
2230,251
2231,566
2232,49
2233,213
2234,575
2235,50
2236,205
2237,255
2238,575
2239,205
2240,983
2241,363
2242,328
2243,190
2244,49
2245,989
2246,960
2247,319
2248,905
2249,737
2250,815
2251,984
2252,328
2253,10
2254,512
2255,202
2256,268
2257,905
2258,94
2259,94
2260,392
2261,455
2262,94
2263,932
2264,68
2265,149
2266,468
2267,812
2268,917
2269,361
2270,191
2271,831
2272,575
2273,905
2274,361
2275,50
2276,68
2277,905
2278,251
2279,120
2280,75
2281,387
2282,823
2283,111
2284,846
2285,347
2286,661
2287,213
2288,905
2289,905
2290,795
2291,273
2292,405
2293,190
2294,661
2295,205
2296,961
2297,846
2298,584
2299,361
2300,255
2301,884
2302,905
2303,308
2304,318
2305,905
2306,905
2307,306
2308,68
2309,720
2310,527
2311,575
2312,575
2313,213
2314,884
2315,632
2316,737
2317,306
2318,543
2319,575
2320,41
2321,262
2322,94
2323,213
2324,815
2325,997
2326,454
2327,36
2328,665
2329,821
2330,839
2331,115
2332,529
2333,213
2334,779
2335,989
2336,846
2337,54
2338,213
2339,328
2340,213
2341,50
2342,138
2343,198
2344,495
2345,251
2346,251
2347,905
2348,68
2349,905
2350,712
2351,627
2352,720
2353,68
2354,737
2355,924
2356,832
2357,575
2358,677
2359,134
2360,251
2361,373
2362,737
2363,905
2364,718
2365,368
2366,50
2367,269
2368,454
2369,328
2370,831
2371,41
2372,585
2373,831
2374,445
2375,216
2376,846
2377,213
2378,94
2379,198
2380,251
2381,737
2382,213
2383,839
2384,912
2385,213
2386,905
2387,343
2388,202
2389,846
2390,905
2391,737
2392,575
2393,628
2394,661
2395,905
2396,251
2397,455
2398,915
2399,533
2400,102
2401,67
2402,623
2403,553
2404,905
2405,585
2406,280
2407,737
2408,737
2409,737
2410,213
2411,497
2412,1
2413,905
2414,661
2415,831
2416,102
2417,995
2418,328
2419,198
2420,517
2421,251
2422,846
2423,328
2424,905
2425,905
2426,737
2427,721
2428,343
2429,216
2430,655
2431,628
2432,984
2433,251
2434,580
2435,737
2436,213
2437,905
2438,997
2439,306
2440,569
2441,946
2442,831
2443,368
2444,247
2445,525
2446,78
2447,440
2448,839
2449,832
2450,737
2451,213
2452,905
2453,777
2454,654
2455,553
2456,553
2457,905
2458,575
2459,737
2460,134
2461,288
2462,213
2463,19
2464,49
2465,468
2466,126
2467,661
2468,905
2469,262
2470,49
2471,737
2472,236
2473,68
2474,737
2475,190
2476,948
2477,886
2478,953
2479,280
2480,405
2481,6
2482,795
2483,803
2484,561
2485,149
2486,585
2487,905
2488,78
2489,815
2490,737
2491,661
2492,197
2493,291
2494,402
2495,660
2496,823
2497,76
2498,306
2499,49
2500,104
2501,78
2502,111
2503,120
2504,262
2505,782
2506,107
2507,960
2508,251
2509,213
2510,251
2511,846
2512,575
2513,580
2514,328
2515,7
2516,737
2517,251
2518,855
2519,570
2520,575
2521,905
2522,49
2523,213
2524,213
2525,306
2526,917
2527,126
2528,288
2529,455
2530,832
2531,205
2532,308
2533,455
2534,236
2535,370
2536,104
2537,976
2538,984
2539,905
2540,856
2541,245
2542,49
2543,48
2544,928
2545,960
2546,832
2547,213
2548,49
2549,839
2550,306
2551,10
2552,959
2553,273
2554,107
2555,455
2556,820
2557,361
2558,713
2559,10
2560,960
2561,130
2562,446
2563,831
2564,890
2565,213
2566,25
2567,655
2568,504
2569,912
2570,462
2571,512
2572,832
2573,328
2574,839
2575,251
2576,905
2577,266
2578,543
2579,977
2580,388
2581,445
2582,665
2583,48
2584,661
2585,306
2586,984
2587,905
2588,213
2589,176
2590,268
2591,462
2592,973
2593,290
2594,328
2595,712
2596,213
2597,915
2598,371
2599,213
2600,174
2601,737
2602,139
2603,688
2604,977
2605,49
2606,905
2607,48
2608,307
2609,890
2610,575
2611,846
2612,989
2613,501
2614,363
2615,213
2616,405
2617,120
2618,441
2619,661
2620,989
2621,54
2622,737
2623,149
2624,49
2625,846
2626,102
2627,347
2628,470
2629,251
2630,651
2631,924
2632,454
2633,928
2634,306
2635,41
2636,134
2637,512
2638,439
2639,470
2640,236
2641,905
2642,905
2643,149
2644,725
2645,788
2646,343
2647,352
2648,984
2649,298
2650,49
2651,255
2652,328
2653,308
2654,924
2655,815
2656,445
2657,68
2658,405
2659,924
2660,678
2661,216
2662,971
2663,328
2664,824
2665,795
2666,569
2667,954
2668,712
2669,751
2670,846
2671,251
2672,924
2673,454
2674,205
2675,501
2676,512
2677,50
2678,217
2679,441
2680,905
2681,317
2682,997
2683,273
2684,247
2685,834
2686,905
2687,912
2688,737
2689,107
2690,49
2691,499
2692,543
2693,188
2694,905
2695,306
2696,328
2697,94
2698,130
2699,737
2700,213
2701,846
2702,328
2703,905
2704,149
2705,737
2706,912
2707,905
2708,255
2709,737
2710,905
2711,829
2712,924
2713,134
2714,94
2715,10
2716,255
2717,737
2718,933
2719,823
2720,8
2721,737
2722,997
2723,26
2724,905
2725,402
2726,436
2727,328
2728,871
2729,49
2730,273
2731,737
2732,328
2733,49
2734,328
2735,328
2736,49
2737,328
2738,585
2739,737
2740,997
2741,438
2742,307
2743,290
2744,905
2745,648
2746,839
2747,765
2748,575
2749,328
2750,756
2751,251
2752,205
2753,36
2754,405
2755,29
2756,575
2757,454
2758,224
2759,455
2760,6
2761,713
2762,251
2763,823
2764,820
2765,678
2766,190
2767,269
2768,782
2769,798
2770,924
2771,368
2772,149
2773,737
2774,812
2775,913
2776,49
2777,262
2778,205
2779,213
2780,213
2781,310
2782,208
2783,517
2784,960
2785,933
2786,387
2787,328
2788,273
2789,432
2790,198
2791,107
2792,432
2793,213
2794,839
2795,832
2796,324
2797,319
2798,924
2799,393
2800,831
2801,328
2802,737
2803,785
2804,846
2805,328
2806,575
2807,737
2808,613
2809,255
2810,905
2811,512
2812,831
2813,737
2814,895
2815,844
2816,474
2817,737
2818,255
2819,454
2820,36
2821,36
2822,575
2823,455
2824,846
2825,213
2826,516
2827,149
2828,402
2829,765
2830,489
2831,815
2832,251
2833,651
2834,915
2835,455
2836,815
2837,120
2838,905
2839,102
2840,232
2841,917
2842,402
2843,190
2844,575
2845,454
2846,68
2847,8
2848,905
2849,290
2850,905
2851,905
2852,361
2853,737
2854,347
2855,288
2856,256
2857,205
2858,778
2859,718
2860,402
2861,655
2862,49
2863,402
2864,915
2865,846
2866,306
2867,737
2868,213
2869,213
2870,543
2871,946
2872,455
2873,912
2874,905
2875,767
2876,884
2877,517
2878,684
2879,815
2880,67
2881,126
2882,820
2883,455
2884,361
2885,474
2886,306
2887,575
2888,94
2889,391
2890,402
2891,361
2892,190
2893,455
2894,41
2895,575
2896,815
2897,256
2898,213
2899,575
2900,762
2901,905
2902,445
2903,255
2904,586
2905,782
2906,25
2907,905
2908,832
2909,49
2910,678
2911,905
2912,94
2913,68
2914,10
2915,820
2916,575
2917,846
2918,905
2919,198
2920,94
2921,737
2922,661
2923,363
2924,190
2925,188
2926,917
2927,205
2928,454
2929,251
2930,661
2931,766
2932,445
2933,292
2934,48
2935,361
2936,216
2937,882
2938,575
2939,213
2940,737
2941,789
2942,361
2943,737
2944,995
2945,737
2946,831
2947,946
2948,575
2949,575
2950,995
2951,179
2952,905
2953,585
2954,768
2955,915
2956,821
2957,795
2958,48
2959,565
2960,632
2961,661
2962,917
2963,50
2964,438
2965,308
2966,216
2967,236
2968,120
2969,347
2970,995
2971,9
2972,895
2973,846
2974,49
2975,706
2976,529
2977,455
2978,328
2979,446
2980,905
2981,568
2982,601
2983,83
2984,455
2985,585
2986,489
2987,979
2988,100
2989,905
2990,273
2991,512
2992,905
2993,455
2994,660
2995,302
2996,49
